homepage_url,email,phone,uuid
http://www.ctepl.com,ctepl.com@gmail.com,9.1404E+11,72ce3264-1733-dc4c-1e07-4401f1d056dd
http://kodak.com,,,bf190e5b-9223-10d8-93d3-34c592db9f82
http://www.fedex.com,,1800 4633339,7c02184d-7670-66b9-754b-2ea0d0e40a8d
,,,d302c35b-7fd5-80c1-e4fb-1309e59836f9
http://www.bsquare.com,sales@bsquare.com,4255195999,db6dad1a-0535-012f-6a50-4f3df6252e29
http://www.immersion.com,,408 4671900,03f00d90-d51e-5e1e-1a26-17257dca1213
http://www.memstar.com.sg/,,6567752512,c17c72ac-34c4-d5f7-176d-3e5c64431ae8
https://silabs.com,feedback@silabs.com,5124168500,b09c2dd2-6821-f06b-498d-71654b5a1202
http://pros.com,info@prospricing.com,8005553548,19ad3d00-896d-5ab4-a9d3-5e0acde02c90
,,,2f9d3f59-f9da-48c5-caa5-a5231e09e0ff
http://www.f5.com,info@f5.com,1888 8827535,cfe19843-3b6b-1661-f06f-cd58938e77c9
http://www.hanglas.co.kr/,,82 2 3706 9114,484d55ff-2df7-4e6a-6b09-9c065199bc4d
http://www.netscout.com,support@netscout.com,978 6144000,48967bd7-c2f2-f872-ccac-c125f0fbc3af
http://www.netzero.net/,,8182873000,62366910-6b6b-d677-b2b4-5e0c10001dda
http://www.realtech.com,info@realtech.com,4.96228E+11,6237c1f3-58f7-6d4e-2f44-7d46a4cec7ca
http://www.xogroupinc.com,feedback@xogrp.com,212 2198555,ff8439cf-097c-a88a-9bb9-dd83d23aa14b
http://marketaxess.com,info@InvestPower.com,2128136000,aa83d1f5-ea28-ad33-38e5-b088422f05c4
http://www.insweb.com,customercare@insweb.com,9168533300,e1c9d440-334f-4441-a8d7-df4e6f648142
http://www.pixelworks.com,info@pixelworks.com,4082009200,3a3934a6-4653-b5a5-1ebf-2206e71b7811
http://www.support.com/,sales@support.com,7204076078,5755808e-7daa-38f5-12ee-a2d785546413
http://www.egain.com,S@mHahn.com,8008214358,f006a42e-f371-cf58-d266-3cf43c25e591
http://www.sonici.com/,directmail@sonici.com,888 4237834,ce7cce02-da8b-3f55-f24f-fcd98c426187
http://www.morningstar.com/,newsroom@morningstar.com,3126966000,e23053d5-786c-20a6-2bfc-9c979339d475
,,,5c0b5350-c3d1-727d-f808-0ba170c080f6
http://www.nuance.com,,781 5655000,546d3969-f9d3-1e43-bda5-5d989faf04ca
http://www.digimarc.com,,503 469 4800,90d97262-4f15-d99e-bfbf-7af6f81ae713
http://www.seek.com.au,,61 3 8517 4100,eef83f2d-4be1-b853-7618-2543ef9c8705
http://www.adventa.com.my,kwek@adventa.com.my,60 9 774 4332,5e67043a-dc31-716b-1f32-a28d9e6651c3
http://www.artprice.com/,facebook@artprice.com,8667320826,64a0f6c2-72ee-3b2b-36ed-21981133835f
http://www.boomsense.com,market@boomsense.com,86 10 6580 0000,23b3dd9c-9ec2-7e77-bc5d-c912a35bbc9c
http://www.netease-na.com/,,,dee278b0-4397-2f21-818f-4820f5c2703d
http://www.comtexnews.net,,7037978135,1e7ec88e-13e7-13d6-0a98-8760550f1c0c
http://www.network-1.com/index.htm,,12128295771,8118f465-e368-a49b-34bd-45a67c035461
http://www.startec.com/us/,sales@startec.com,3016104300,7461fadc-c9c8-6d1c-9110-0c17ed6fd4b4
http://cvgrp.com,info@cvgrp.com,6142895360,a2a33bca-1d64-e88f-6ac8-35c684104d38
https://www.k2.pl,,,eeaf5573-bf89-4169-b5c2-705604256eb3
http://www.staffline.co.uk/,,0115 950 0885,f9e5f8a7-d9a4-455c-9b11-0470b1db3f2e
http://www.zooplus.de,impressum@zooplus.de,49 89 21129211,d0acae52-eef9-38b4-3f15-f67547c11f66
http://www.imaginon.com,investor_info@imaginon.com,6505969300,b7fc66e0-bd20-9e78-6866-3f0fc72fc695
https://www.morson.com,enquiries@morson.com,44 0 161 707 1516,f943a092-fec4-0e17-5763-ed2352863536
http://www.omnicomm.com/,,9544731256,f0deabc7-605d-9281-9197-7a0c3dc24b6f
http://www.autobytel.com,,9492254500,0da40014-f6df-837c-3cb0-f0b93d5d500e
http://www.spectrumgi.com,,9499551250,7b772208-e109-9ac0-344a-9216a5f2cee6
http://www.odimo.com,,,ab607a89-bf37-a614-ed25-ac3360d69567
,,,0089798c-91b5-0968-aed3-c725e5939e2a
http://www.sonicfoundry.com/,media@sonicfoundry.com,8777837987,494d8c8b-4282-4209-daab-b589599b1714
http://www.omnicell.com,,9516565504,d901108b-b49c-0db5-8c63-ffdce685185c
http://www.vcsy.com,info@vcsy.com,9724375200,9b802d63-e049-9304-fbb1-fac9414b6841
http://itmedia.co.jp,,,1a19c742-f782-88ad-d639-0ba1337288c5
http://www.atinetworks.com/,info@atinetworks.com,9209227030,c24a9761-646e-490c-20f8-a6750383d28c
http://ctrip.com,service@ctrip.com,1 2027695288,503090c7-c531-f9b0-8e27-4dd960becccb
http://www.quotemedia.com/,support@quotemedia.com,1.18773E+11,3608ba78-4c59-4355-8ede-0658684a4d13
http://www.csisoftware.com,info@csisoftware.com,14168612287,486a2039-b714-dc0d-e27f-b27a3f9c2e50
http://www.commvault.com,ltignini@commvault.com,7328704525,f7023189-be35-ba0d-8c04-90a7d828c6aa
http://www.healthgrades.com,cs@healthgrades.com,,ae697802-7e33-1951-90a0-e63d410024a7
http://www.hudsontech.com,,7872737500,7dcf0c0c-ce21-22e4-ca9c-69457bdc7d1d
http://www.the9.com,,86 21 3217 4567,cffa1c29-197c-5eef-ebd2-4e50be9cc7c3
http://www.egghead.com,,,cf822dad-bc83-5293-476e-202fdcdffa8b
http://www.rediff.com,,91 22 6182 0000,89298c3f-29be-fefc-ced5-e6f36217f5ea
http://www.enduranceinternational.com,corpdev@enduranceinternational.com,7818523200,b8098f51-76cd-e4c4-9f05-8bf4a6951ac4
http://www.mindcti.com,,972 49936666,1284689c-5f2c-74dc-172c-3f7f7506b956
http://www.siga.com/,,2126973130,09a10be0-bb2f-82e1-5c19-a70d5fc67f6e
http://www.virage.com/,,,f0c41d5f-61f2-0912-54bb-dc33a497fa30
http://www.altium.com,sales.na@altium.com,18004880681,44c475ca-758f-4214-8c34-c91383da61e4
http://www.dsm.com,social.media@dsm.com,310 4557881,12726050-f2ef-80a4-a133-a86c46249fd8
http://www.eloan.com,eloanbizdev@bpop.com,8479945800,9d479589-8fc5-81b2-224a-58882fcf7c97
http://www.siliconmotion.com/,,88635526888,93e58b24-1b6e-e823-2d04-b75715783551
http://www.kinaxis.com/,support@kinaxis.com,16135925780,54da8fcc-e0ba-6d36-71b7-101e9f993214
http://www.google.com/,google@google.com,,6acfa7da-1dbd-936e-d985-cf07a1b27711
http://xperi.com/,PR@xperi.com,4083216000,103e8df9-c474-faa3-f97d-ab03e5ca8ee8
http://www.liquidityservicesinc.com,julie.davis@liquidityservices.com,8003104604,b6c1a2b4-3f6a-2c86-2c4b-bb81bdbf3820
http://www.actua.com/,VerticalCloud@actua.com,6107276900,200c77e5-6725-731a-54a9-249c88c1fb95
http://www.liberate.com/,info@liberatehealth.us,973.509.4671,cefd0ba1-94f8-fc03-9b57-f61dd6c12038
http://interland.net/,,9046806600,44d2fde4-1d37-780f-18bb-3ab2e43564a0
http://www.commercehub.com,hello@commercehub.com,5188100700,7063494d-ffeb-8b19-187d-3fc05da2ee7f
http://www.chn-das.com,szdas@chn-das.com,86 755 2663 9961,fc08fd06-1265-89d7-afbc-277b6046cc75
http://www.tvia.com/,,14089828591,bf93477e-5864-089c-b81b-8c8d828bc234
http://www.quoka.de/,,49 6206 931101,e201e0b6-a67b-9fdd-7196-71fc7dfa1477
http://www.ygsoft.com,,86 75 6339 9888,62a187b2-a033-78e3-0107-727e9229ef22
http://www.temenos.com,salesteam@temenos.com,22 708 1150,d1df9081-80ad-c0d4-9cf0-a227331982e7
http://www.vastera.com/,,,b80bdc63-fd00-f32b-94cb-46c3a50dc5c2
http://www.dittybase.com,sales@dittybase.com,2503818780,96ad028e-cdea-1205-5410-f6ebd2928fe2
http://www.schange.com,techsupport@schange.com,9788970100,d66a51df-050b-315b-545f-4d7780e75b3a
http://www.ipgphotonics.com,bshiner@ipgphotonics.com,5083731103,39dc0706-fd9d-1b40-bbb5-7b3791180576
http://www.szclou.com,,86 755 3690 1020,82f3ac0a-f48a-923e-9be3-90af6ecc2873
http://www.mgi-fr.com/,,33145210660,09d02d09-d8da-4a13-8107-fcb4a7f62100
http://www.bruker.com/,info@bruker-axs.com,9.78663E+13,08d51cae-be39-b100-3b67-ac226f7ef4d9
http://www.coship.com,,8.67553E+12,96751c21-fe6a-3cbb-9c27-d9c86aa73a22
http://www.infoteria.com,,,51ef7f63-9584-c67b-6b2f-a6a2c18744b2
http://www.fox-tek.com,,4166652288,b41aee62-106c-a8c2-2a07-f71d67fa2418
http://www.nielsen.com/,,91 22 66632500,0e1e9d57-5c31-23ed-1d3f-052276d7dea8
http://www.mncmi.com/,shareregistry@mncmi.com,656 8481212,fe745828-fea7-c7f9-ad12-e3686e525534
http://www.roche.com,,41616881111,393a50c8-102c-5fb0-0c75-f88756e297d8
https://www.salesforce.com,info@salesforce.com,8006676389,f5c477fa-6e8c-3d64-4f2d-3603e5cc3340
http://www.advaoptical.com,,49 89 89 06 65 0,e834a564-3f42-1f1a-832b-37ca2940b4df
http://amazon.com,,888 5335659,05554f65-6aa9-4dd1-6271-8ce2d60f10c4
http://www.corelogic.com,,9492141000,52ae68e9-248a-8d03-a3d0-f48850911260
http://stereovision.com,info@stereovision.com,818 3266018,84b9ee5a-4034-8dd7-e342-7a33dd90cf83
https://gmodecorp.com/,inquiry_hp@gmodecorp.com,,3760a941-4e20-ceec-d787-2cc2fe7c49ab
http://www.square-enix.com,,44 20 8636 3000,24bfc246-48c9-9795-b69a-1237386ec8fb
http://www.xjpharma.com/,,,3e420627-40aa-64e0-6419-993358b1f5ea
http://dena.com,,,14140ff2-e88b-fd43-77ba-43d0a4675402
http://www.ctcmedia.ru/,info@ctcmedia.ru,7 495 7856347,6c10e3db-8422-bf1e-9387-37d2b37dabe9
http://www.petrofac.com,marketing@petrofac.com,44 20 7811 4900,9b12f541-ddcb-11f3-2bf6-38bb37550128
http://www.synchronoss.com,,8666203940,3bc640dc-1da9-961b-d9af-ba929dd86233
http://www.trimble.com,info@trimble.com,1408 4817808,fd36ee31-93f7-ee5b-a40b-bf3014eba300
http://www.carrizo.com/,info@carrizo.com,7133281000,67a5e179-0d49-337e-6de1-b52e2111fe7b
http://www.nos.co.jp/,,,df43e7a5-9222-04c9-1d10-a6925ea41973
http://atricure.com,socialmedia@atricure.com,151 3755410,05f0df74-0325-f536-3084-02a8dd65dddd
http://www.internetamerica.com,,7139682535,cc4c8e5d-e30b-e9b6-91a6-6c9b0c289dcb
http://www.realnetworks.com,social@real.com,120 6674270,86b086d4-07db-adb7-4b8c-106d5e306ce5
http://www.microport.com.cn,,86 21 3895 4600,2ed01ac0-09bb-202a-3783-b98a6b0ad6da
http://www.lastminutegroup.com,jobs-poland@lastminute.com,,d2712549-89f1-0f55-4ac9-c220f4772ff8
http://51job.com,hr@51job.com,86 21 6160 1888,cc8cd8f0-ddb9-5ee9-fcac-e6d1a06d1a59
http://www.monolithicpower.com,indiainfo@monolithicpower.com,4088260600,1ace4507-66c2-bd19-8dfc-17796603cfdb
http://www.jazzsemi.com,,,3fecdbbd-79c9-7344-871a-a2e234534b01
http://www.directinsite.com,info@directinsite.com,16319803569,d8348be2-d473-19ab-5541-d6bcc8436a35
http://vectura.com,info@vectura.com,4.40125E+12,7a0d3f90-3e7b-334e-3f64-22aed96af0c6
http://bioforcenano.com/,bioforcecorp@bioforcenano.com,5152338337,f7ee2a78-9753-f6a3-18cb-5f0131f29643
http://www.okwave.co.jp,info@okwave.com,81357931191,f549fc7c-2e4e-7e2d-54a9-034869aef4bc
http://www.qinetiq.com,marketing@qinetiq.com,,cbc44e3a-e2f0-e9f2-4102-9971256a14ed
http://www.quantaservices.com/,info@quantaservices.com,7136297600,6715f0b7-f8ed-5240-4050-c393670b2785
http://investors.4imprint.com/,hq@4imprint.co.uk, 44 0207 299 7201,6c4676ab-9033-4eab-9abf-91f8829e0dfc
http://www.fixstars.com/en/index.html,contact@fixstars.com,,616a37fd-e43f-1fd4-7023-6a23aa9e30eb
http://smlisuzu.com,,,1474ed67-fd6f-4e20-a955-6b6e72925837
https://www.system1group.com,,,8ced7dad-e52b-49fd-bb34-d4ebad2bfa4a
http://www.vetoquinol.com,,33 3 84 62 55 55,12c36607-0415-a5d4-5c68-497b27e866b2
https://www.inspiredcapitalplc.com,info@inspiredcapitalplc.com,8452513065,ba2d8ea8-7e22-408d-0e6f-f040ff463f06
http://www.sourcenext.com/us,pr@sourcenext.com,825531081,7876f99a-b50e-fb81-bf0a-0d4de5edeb5a
http://www.rackable.com/,support@rackable.com,9164359200,8b8e4d50-6518-6369-e5d1-950371c2779d
https://flex.com/,info@flex.com,408 5767000,6161dd68-1ef7-1814-a870-c34dda1027df
http://www.acmrcsh.com/index.html,,5104453708,a3d7b0c6-ac58-cca1-5ff9-3853da4d9f54
http://www.bluenile.com,pr@bluenile.com,2063366700,74363103-3dcd-fb26-677b-570be4120181
http://www.cogentco.com,info@cogentco.com,1 8778754432,131bebdc-b2ff-4b34-97f4-4655d8c40333
http://www.inphonic.com,,202 3330001,0a690cb1-7fd4-ec6e-7b5f-a6f6de3e9c24
http://www.netgear.com,netgearir@netgear.com,408 9078000,2a936a56-b1fc-d684-81c8-cb8100c67f39
http://www.tongtech.com,,400 650 7088,900342ce-1c40-d753-6f46-1e9210351e1c
http://www.aspentech.com,info@aspentech.com,185 5882773,63e4b920-78c1-ead7-56c5-dd39e54bd11f
http://www.stratasys.com,,800.801.6491,561c94b3-85a5-5c4e-5422-81eaa4a8798d
http://www.elong.com,,86 10 5860 2288,12f21b89-fe26-72e4-eb43-06b1e8982cb5
http://www.mistrasgroup.com,,6097160706,45e0252c-41f0-51a5-2172-d3cc167595e1
http://www.inficon.com,reachus@inficon.com,315 4341100,f98b3d15-3742-07f6-a0ac-fd58dce2f5f0
http://www.smics.com/en/,,8.62139E+11,c4c67e0e-4e70-0638-8228-b197f57e2583
http://www.netac.com,ibd5@netac.com,8.67553E+12,e27b1674-0622-56c6-a453-2e310b5eeeb9
http://istyle.co.jp,recruit@istyle.co.jp,81357858900,b88e5ce6-39a8-c468-b414-1a8e63267578
http://www.sunseagroup.com,,86 755 2661 6666,f34cd6d6-bcff-fa4f-dcba-546520c148b0
http://www.redpointbio.com,,215 4562312,7831726f-bc2c-609b-3a55-f58bb267e8d7
http://www.mastrad-paris.fr,,,3c423e67-f6a9-4723-bfda-c5c94e91797a
http://www.aminocom.com/,info@aminocom.com,44 1954 234100,4cac5929-f2a9-fce5-fede-74149522280d
http://www.meritagehospitality.com/,,1 616 7762600,2bac8a80-3606-8fc4-87f3-fc333213ce4a
http://www.animas.com/,,4845681250,84a8daee-5173-a5de-9f25-db748782c753
https://brait.investoreports.com,invest@brait.com,230 213 6909,7874814d-b586-068a-8526-199bb5e1f05a
https://www.citrix.com/,secure@citrix.com,408 790 8000,52f4bdc1-5c4a-2ccd-837d-133a0a578cda
http://www.mediacontech.it/,marketing@mediacontech.com,39 02 34 59 49 00,1c6ec8ee-a720-479e-964d-bd2f4ec62d23
https://www.shakeshack.com/,social@shakeshack.com,1 6462375039,1ef2d227-c0a1-22e4-d01b-848befd03810
http://www.natfuel.com,,7136542675,93ec02d2-2572-459d-b397-2cde055acaa3
http://www.modeln.com,news@modeln.com,16506104699,573c410b-6188-d5f8-86b7-55249c3b5278
http://www.kosmosenergy.com/,,12144459649,88de5509-7bcc-f74b-555e-681fe7252aab
https://www.dalet.com/,,,a43280b3-1484-a3a2-b6e0-48bf41621c20
http://www.fortinet.com,socialmedia@fortinet.com,16042938885,d77eeaa5-c240-8cf3-e41e-a696d9729abd
http://www.myomnipod.com/,international@insulet.com,7814575100,a3d7ceb2-52dd-7fad-4963-d15d408c1b2c
http://www.momentapharma.com,info@momentapharma.com,6176210431,7cda4437-6853-adc4-0e25-cfec42102211
http://new-shicoh.com,,462783570,0248c5e5-bbe7-2c26-c436-4c0e0a8b4a5e
http://www.viseon.com/,,,55e8068d-89c6-e0e6-c10c-64249c7e79a5
http://www.diodes.com,Inquiries@diodes.com,9729873900,12f3afdf-ed94-3dbf-f276-263f72697d7b
https://www.websitepros.com/,,9046806600,83b8e79d-9630-cc3a-5fa3-b9ceb753452a
http://www.hardide.com,info@hardide.com,44 1869 353830,672ed031-7d8f-3a19-ec81-a4663cc944a9
http://www.angiogenex.com/,info@angiogenex.com,347 4686799,69518c7f-3082-ca40-6404-5f607a8c254b
http://www.spack.co.th,info@spack.co.th,,e02a59a9-0d94-7bfb-b435-465058a63293
http://www.altus.com/,,4407469000,517731d0-10dc-27ba-33e0-dff99f50fd30
http://www.mdsol.com,helpdesk@mdsol.com,973 6596780,1ec803ff-6451-9958-f71d-a7b9dc14b031
http://www.baidu.com,ir@baidu.com,86 10 5992 8888,c273424a-c118-e7ab-29a6-843775e7e6d0
http://www.adomos.com/,,33 1 58 36 45 00,4069649c-5a1f-7121-dcc4-b27d3d0cd767
http://www.aosmd.com,inquiries@aosmd.com,1 4088309742,76d963fa-b226-9c46-227a-ef5dcfcd0361
http://technicolor.com,webmaster@technicolor.com,33141865616,eb7fd76c-cf5a-7ada-9a88-8d9f9a44580c
http://www.cerillion.com,info@cerillion.com,4.42079E+11,024f6405-d275-ef62-fc88-03f203764c86
http://www.ebookjapan.jp/,,,7577c7c1-6d06-1618-e87b-5e14d4c5248f
http://sosei.com/en/,,8.10352E+11,1255420c-dfea-2c6d-9ec7-847b34644183
http://delti.com,info@delti.com,49 180 5 335842,55ba3f88-45b8-3abd-52de-a65c6300774b
http://www.metcash.com,info@metcash.com,61 2 9741 3000,b3ab1df3-7239-1b99-94b9-11c0d52cebff
http://www.altair.com,info@altair.com,1 248 6142400,80226461-8711-5e32-5e54-ca068b9924bb
https://www.cgg.com,,33 1 64 47 45 00,8352afde-4494-42ae-89b9-b60ca732c547
http://aactechnologies.com,,,dfc4bf32-62e0-f9e8-78c9-b9f3c121349a
https://www.qualys.com,info@qualys.com,1800 7454355,02cf1bac-cc46-dbaf-d615-5bb0d5753f8e
http://www.irobot.com,publicrelations@irobot.com,7814303000,08aa3f15-243a-f095-a504-20f51a9f18c3
http://www.actoz.com,cohys@actoz.com,82236710000,9bd1cbf6-3d21-9a55-d0eb-31c93a84b817
http://www.exlservice.com,careers@exlservice.com,2122777100,ef7d056b-0d23-d3ac-7940-79451b891b73
http://www.panacos.com/,,6179261551,5c305036-ebc4-0775-132f-bdd9e16a63c3
http://www.cpic.com.cn,,8.62159E+11,0a58e476-ca1c-46e5-4c85-f57366977e0b
http://www.semgroupcorp.com,investor.relations@semgroupcorp.com,9185248100,0312c8da-7753-3e79-36c5-f3cbffd2f99d
http://www.hayao.com/,,86 451 8485 6671,6fbb3653-4d80-dfc2-9b01-d2994e89b290
http://www.techtarget.com,colive@techtarget.com,,cfcad200-dc5e-5a03-af85-4dcbdc0b2094
http://www.theice.com/homepage.jhtml,icehelpdesk@theice.com,17709511307,83b87c06-b174-aefa-1dc2-93197c97d0d9
http://cloetta.com,,46 8 52 72 88 00,4e5788c6-328e-37c0-822a-6553a7af800b
http://www.ergomedplc.com,info@ergomedplc.com,,dda9c42d-f457-f4d6-6799-06bfbf32cd82
http://www.homeinns.com,,86 21 3337 3333,7ea91b89-2d41-df0c-3095-b15b174249bb
http://www.mondigroup.com/,international.recruiting@mondigroup.com,4.41933E+11,e2c76691-6691-8c77-e4ac-79fbac6ff22d
https://www.nedbank.co.za/,cdemelo@mfc.co.za,27117104000,346d08d5-f820-04a6-40ac-233c3009a4a8
http://www.celebritygroup.com/,admin@celebritygroup.com,9.14443E+11,93552362-7ce1-1812-d7c6-f6179aac48e8
http://www.predixpharm.com/,,,2a75fa17-1bb7-e56c-0a50-2caa4b1699d2
http://www.daystartech.com,,408 5827100,289ee29a-7a74-da75-6b3d-c42f2f874454
http://www.zealandpharma.com,info@zealandpharma.com,45 88 77 36 00,587f3d14-d3f3-93b0-8dc4-e53321f8c154
http://www.refocus-group.com/,,2143680200,6bc8bdd2-8c66-468b-2f5c-867eea6143c8
http://www.cardtronics.com,,8323084000,5a3b8788-ab8f-4c6a-ff27-603b164c712d
,,,59834956-443e-8c3d-64cd-f8761935293f
http://www.sasken.com/,marketing@sasken.com,91 80 3989 1122,0f72aa14-c8b4-b636-0615-31b9b852de8f
https://www.goldfields.com,,27115629700,769faf82-ed0a-ea20-9484-425008860827
https://www.ideagen.com,info@ideagen.com,44 1438 347110,6b820500-f4c5-ac9e-36fe-d08c52f66494
,,,c3adabb7-1bef-9e9b-f6f9-9c1469de3bba
http://lakshmigroup.in,corporate@lakshmigroup.in,9.11629E+11,4e8e5a10-3c6d-1ee8-4229-a2aa91c0a8b5
http://www.iflytek.com,bingli6@iflytek.com,4000768881,10ea2431-f439-5bf6-a5d2-a027196e0514
http://www.mcxindia.com/,info@mcxindia.com,91 91676 40431,cb662723-da20-30f0-ba06-dcadf1648e60
http://www.nanocotechnologies.com/,info@nanocotechnologies.com,44 16 1603 7900,14b029b1-7a61-4bf7-15b0-7fbc924a1a96
http://theradiag.com,info@theradiag.com,3.30165E+11,2a96656e-1729-411b-79d8-a544b91b61db
http://www.exiqon.com/,,45 45 66 08 88,8a4f1ab8-f587-4378-e329-447ef99b8d72
http://www.elementisplc.com/,,44 20 7067 2999,045446e0-25b2-4d27-81bb-eccd1fe5ff7e
http://www.siph.com/,,33141162800,6179398d-d8df-2ae3-42d1-08f4a5323107
http://archos.com,facebook-worldwide@archos.com,3.39495E+11,a979ff0c-773a-2bea-e682-61a084c74ef3
http://www.magazineluiza.com.br,atendimento.site@magazineluiza.com.br,55 11 35089900,ef605179-005e-b5d9-8d69-d6315aa3294c
http://www.ankebio.com,songlh@ankebio.com,999 999 9999,c7061b5d-d739-ac80-7599-db0ca91048f6
http://www.mvl.in/index.html,info@mvl.in,9.11245E+11,1dbd40a0-e204-a38a-9316-de67076ca67f
http://www.bartronics.com/,info@bartronics.com,9.10405E+12,2434309e-ea2c-74b2-acc8-80c8cb965ff5
http://www.todays.co.in/,todays@todays-pens.com,,f18e959c-10e8-93ab-225e-be6f03f99674
http://www.nampak.co.za,info@nampak.com,27117196300,2c1d6141-1fd7-c0d0-143e-52c89a3a0712
http://ace-cranes.com/,helpdesk@ace-cranes.com,1.91114E+11,a6cf80a3-2ad0-9279-7bd2-8b5c3bc2975a
http://www.sorilinfraresources.com/,,,04ffbe28-f3e0-8530-b611-11a97c07e8fa
http://www.beyondsoft.com,info@beyondsoft.com,86 10 6297 3608,e7b741aa-eb78-b378-c884-428cb137501c
https://www.discovery.co.za,healthinfo@discovery.co.za,0860 99 88 77,c21114c4-341c-219d-ed38-5af5ed80bd70
http://www.actions-semi.com/cn,mp-sales@actions-semi.com,86 756 339 2353,4541fc0c-7f5d-6ab9-a5e6-db4a6e164fee
http://strasbaugh.com,info@revasum.com,18055413404,57311064-bdbf-cc0b-151d-59e48bcd0ba9
http://www.ellen.se,info@ellenab.com,46084121000,8dfd1f6d-a078-f43b-b697-db5cea97d273
https://www.valiantcom.com/,ask@valiantcom.com,,daadbf8f-1938-5053-aa06-16c8bf18e027
http://www.coronadoresourcesltd.com/index.html,,6046836338,4b148ae3-dc31-2e2a-3fdd-34994e2bb61d
http://www.canbas.co.jp/,,81559543666,2f7a79f5-d6ed-a965-7209-9f2f54a07d88
